frame,valid_eye_gaze,left_eye_intersection,right_eye_intersection,avg_eye_intersection
1009.0,1,[],[],[]
1010.0,1,[],[],[]
1011.0,1,[],[],[]
1012.0,1,[],[],[]
1013.0,1,[],[],[]
1014.0,1,[],[],[]
1015.0,1,[],[],[]
1016.0,1,[],[],[]
1017.0,1,[],[],[]
1018.0,1,[],[],[]
1019.0,1,[],[],[]
1020.0,1,[],[],[]
1021.0,1,[],[],[]
1022.0,1,[],[],[]
1023.0,1,[],[],[]
1024.0,1,[],[],[]
1025.0,1,[],[],[]
1026.0,1,[],[],[]
1027.0,1,[],[],[]
1028.0,1,[],[],[]
1029.0,0,[],[],[]
1030.0,0,[],[],[]
1031.0,0,[],[],[]
1032.0,0,[],[],[]
1033.0,0,[],[],[]
1034.0,0,[],[],[]
1041.0,1,[],[],[]
1042.0,1,[],[],[]
1043.0,1,[],[],[]
1044.0,1,[],[],[]
1045.0,1,[],[],[]
1046.0,1,[],[],[]
1047.0,1,[],[],[]
1048.0,1,[],[],[]
1049.0,1,[],[],[]
1050.0,1,[],[],[]
1051.0,1,[],[],[]
1052.0,1,[],[],[]
1053.0,1,[],[],[]
1054.0,1,[],[],[]
1055.0,1,[],[],[]
1056.0,1,[],[],[]
1057.0,1,[],[],[]
1058.0,1,[],[],[]
1059.0,1,[],[],[]
1060.0,1,[],[],[]
1061.0,1,[],[],[]
1062.0,1,[],[],[]
1063.0,1,[],[],[]
1064.0,1,[],[],[]
1065.0,1,[],[],[]
1066.0,1,[],[],[]
1067.0,1,[],[],[]
1068.0,1,[],[],[]
1069.0,1,[],[],[]
1070.0,1,[],[],[]
1071.0,1,[],[],[]
1072.0,1,[],[],[]
1073.0,1,[],[],[]
1073.0,0,[],[],[]
1074.0,0,[],[],[]
1074.0,0,[],[],[]
1075.0,1,[],[],[]
1075.0,0,[],[],[]
1076.0,1,[],[],[]
1076.0,0,[],[],[]
1077.0,1,[],[],[]
1077.0,0,[],[],[]
1078.0,1,[],[],[]
1078.0,0,[],[],[]
1079.0,1,[],[],[]
1080.0,0,[],[],[]
1081.0,1,[],[],[]
1082.0,1,[],[],[]
1083.0,0,[],[],[]
1084.0,1,[],[],[]
1085.0,1,[],[],[]
1086.0,1,[],[],[]
1087.0,1,[],[],[]
1088.0,1,[],[],[]
1089.0,1,[],[],[]
1090.0,1,[],[],[]
1091.0,1,[],[],[]
1092.0,1,[],[],[]
1093.0,0,[],[],[]
1094.0,0,[],[],[]
1095.0,0,[],[],[]
1096.0,0,[],[],[]
1097.0,0,[],[],[]
1098.0,0,[],[],[]
1105.0,0,[],[],[]
1106.0,0,[],[],[]
1107.0,0,[],[],[]
1108.0,0,[],[],[]
1109.0,0,[],[],[]
1110.0,0,[],[],[]
1113.0,0,[],[],[]
1114.0,0,[],[],[]
1115.0,0,[],[],[]
1116.0,0,[],[],[]
1117.0,0,[],[],[]
1118.0,0,[],[],[]
1121.0,1,[],[],[]
1122.0,0,[],[],[]
1123.0,1,[],[],[]
1124.0,0,[],[],[]
1125.0,0,[],[],[]
1126.0,0,[],[],[]
1127.0,0,[],[],[]
1128.0,0,[],[],[]
1129.0,0,[],[],[]
1129.0,0,[],[],[]
1130.0,0,[],[],[]
1131.0,0,[],[],[]
1132.0,0,[],[],[]
1133.0,0,[],[],[]
1134.0,0,[],[],[]
1137.0,0,[],[],[]
1138.0,0,[],[],[]
1139.0,0,[],[],[]
1140.0,0,[],[],[]
1141.0,0,[],[],[]
1142.0,0,[],[],[]
1153.0,0,[],[],[]
1154.0,0,[],[],[]
1155.0,0,[],[],[]
1156.0,0,[],[],[]
1157.0,0,[],[],[]
1158.0,0,[],[],[]
1305.0,0,[],[],[]
1306.0,0,[],[],[]
1307.0,0,[],[],[]
1308.0,0,[],[],[]
1309.0,0,[],[],[]
1310.0,0,[],[],[]
1353.0,0,[],[],[]
1354.0,0,[],[],[]
1355.0,0,[],[],[]
1356.0,0,[],[],[]
1357.0,0,[],[],[]
1358.0,0,[],[],[]
1361.0,0,[],[],[]
1362.0,0,[],[],[]
1363.0,0,[],[],[]
1364.0,0,[],[],[]
1365.0,0,[],[],[]
1366.0,0,[],[],[]
1401.0,0,[],[],[]
1402.0,0,[],[],[]
1403.0,0,[],[],[]
1404.0,0,[],[],[]
1405.0,0,[],[],[]
1406.0,0,[],[],[]
1409.0,1,[],[],[]
1410.0,1,[],[],[]
1411.0,1,[],[],[]
1412.0,1,[],[],[]
1413.0,1,[],[],[]
1414.0,1,[],[],[]
1415.0,1,[],[],[]
1416.0,1,[],[],[]
1417.0,1,[],[],[]
1418.0,1,[],[],[]
1419.0,1,[],[],[]
1420.0,1,[],[],[]
1421.0,1,[],[],[]
1422.0,1,[],[],[]
1423.0,1,[],[],[]
1424.0,1,[],[],[]
1425.0,1,[],[],[]
1426.0,1,[],[],[]
1427.0,1,[],[],[]
1428.0,1,[],[],[]
1429.0,1,[],[],[]
1430.0,1,[],[],[]
1431.0,1,[],[],[]
1432.0,0,[],[],[]
1433.0,1,[],[],[]
1434.0,1,[],[],[]
1435.0,1,[],[],[]
1436.0,1,[],[],[]
1437.0,1,[],[],[]
1438.0,1,[],[],[]
1439.0,1,[],[],[]
1440.0,0,[],[],[]
1441.0,0,[],[],[]
1442.0,0,[],[],[]
1443.0,0,[],[],[]
1444.0,0,[],[],[]
1445.0,0,[],[],[]
1449.0,1,[],[],[]
1450.0,1,[],[],[]
1451.0,1,[],[],[]
1452.0,0,[],[],[]
1453.0,0,[],[],[]
1454.0,0,[],[],[]
1455.0,0,[],[],[]
1456.0,0,[],[],[]
1457.0,0,[],[],[]
1465.0,0,[],[],[]
1466.0,0,[],[],[]
1467.0,0,[],[],[]
1468.0,0,[],[],[]
1469.0,0,[],[],[]
1470.0,0,[],[],[]
1473.0,0,[],[],[]
1474.0,0,[],[],[]
1475.0,0,[],[],[]
1476.0,0,[],[],[]
1477.0,0,[],[],[]
1478.0,0,[],[],[]
1481.0,1,[],[],[]
1482.0,1,[],[],[]
1483.0,1,[],[],[]
1484.0,1,[],[],[]
1485.0,1,[],[],[]
1486.0,1,[],[],[]
1487.0,1,[],[],[]
1488.0,1,[],[],[]
1489.0,1,[],[],[]
1490.0,1,[],[],[]
1491.0,1,[],[],[]
1492.0,1,[],[],[]
1493.0,1,[],[],[]
1494.0,1,[],[],[]
1495.0,1,[],[],[]
1496.0,1,[],[],[]
1497.0,1,[],[],[]
1498.0,1,[],[],[]
1499.0,1,[],[],[]
1500.0,1,[],[],[]
1501.0,1,[],[],[]
1502.0,1,[],[],[]
1503.0,1,[],[],[]
1504.0,1,[],[],[]
1505.0,1,[],[],[]
1506.0,1,[],[],[]
1507.0,1,[],[],[]
1508.0,1,[],[],[]
1509.0,1,[],[],[]
1510.0,1,[],[],[]
1511.0,1,[],[],[]
1512.0,0,[],[],[]
1513.0,0,[],[],[]
1514.0,1,[],[],[]
1515.0,1,[],[],[]
1516.0,1,[],[],[]
1517.0,1,[],[],[]
1518.0,1,[],[],[]
1519.0,1,[],[],[]
1520.0,1,[],[],[]
1521.0,1,[],[],[]
1522.0,1,[],[],[]
1523.0,1,[],[],[]
1524.0,1,[],[],[]
1525.0,1,[],[],[]
1526.0,1,[],[],[]
1527.0,1,[],[],[]
1528.0,1,[],[],[]
1529.0,1,[],[],[]
1530.0,1,[],[],[]
1531.0,1,[],[],[]
1532.0,1,[],[],[]
1533.0,1,[],[],[]
1534.0,1,[],[],[]
1535.0,1,[],[],[]
1536.0,1,[],[],[]
1537.0,1,[],[],[]
1538.0,1,[],[],[]
1539.0,1,[],[],[]
1540.0,1,[],[],[]
1541.0,1,[],[],[]
1542.0,1,[],[],[]
1543.0,1,[],[],[]
1544.0,1,[],[],[]
1545.0,1,[],[],[]
1546.0,1,[],[],[]
1547.0,1,[],[],[]
1548.0,1,[],[],[]
1549.0,1,[],[],[]
1550.0,1,[],[],[]
1551.0,1,[],[],[]
1552.0,1,[],[],[]
1553.0,1,[],[],[]
1554.0,1,[],[],[]
1555.0,1,[],[],[]
1556.0,1,[],[],[]
1557.0,1,[],[],[]
1558.0,1,[],[],[]
1559.0,0,[],[],[]
1560.0,1,[],[],[]
1561.0,1,[],[],[]
1562.0,1,[],[],[]
1563.0,0,[],[],[]
1564.0,1,[],[],[]
1565.0,1,[],[],[]
1566.0,1,[],[],[]
1567.0,1,[],[],[]
1568.0,1,[],[],[]
1569.0,1,[],[],[]
1570.0,1,[],[],[]
1571.0,1,[],[],[]
1572.0,1,[],[],[]
1573.0,1,[],[],[]
1574.0,1,[],[],[]
1575.0,1,[],[],[]
1576.0,1,[],[],[]
1577.0,1,[],[],[]
1578.0,1,[],[],[]
1579.0,1,[],[],[]
1580.0,1,[],[],[]
1581.0,1,[],[],[]
1582.0,1,[],[],[]
1583.0,1,[],[],[]
1584.0,1,[],[],[]
1585.0,1,[],[],[]
1586.0,1,[],[],[]
1587.0,1,[],[],[]
1588.0,1,[],[],[]
1589.0,1,[],[],[]
1590.0,1,[],[],[]
1591.0,1,[],[],[]
1592.0,1,[],[],[]
1593.0,0,[],[],[]
1594.0,1,[],[],[]
1595.0,0,[],[],[]
1596.0,0,[],[],[]
1597.0,0,[],[],[]
1598.0,0,[],[],[]
1599.0,0,[],[],[]
1600.0,0,[],[],[]
1601.0,0,[],[],[]
1602.0,0,[],[],[]
1603.0,0,[],[],[]
1604.0,1,[],[],[]
1605.0,1,[],[],[]
1606.0,1,[],[],[]
1607.0,1,[],[],[]
1608.0,1,[],[],[]
1609.0,1,[],[],[]
1610.0,1,[],[],[]
1611.0,1,[],[],[]
1612.0,1,[],[],[]
1613.0,1,[],[],[]
1614.0,1,[],[],[]
1615.0,1,[],[],[]
1616.0,1,[],[],[]
1617.0,1,[],[],[]
1618.0,1,[],[],[]
1619.0,1,[],[],[]
1620.0,1,[],[],[]
1621.0,1,[],[],[]
1622.0,1,[],[],[]
1623.0,1,[],[],[]
1624.0,1,[],[],[]
1625.0,1,[],[],[]
1626.0,1,[],[],[]
1627.0,1,[],[],[]
1628.0,1,[],[],[]
1629.0,1,[],[],[]
1630.0,1,[],[],[]
1631.0,1,[],[],[]
1632.0,1,[],[],[]
1633.0,1,[],[],[]
1634.0,1,[],[],[]
1635.0,1,[],[],[]
1636.0,1,[],[],[]
1637.0,1,[],[],[]
1638.0,1,[],[],[]
1639.0,1,[],[],[]
1640.0,1,[],[],[]
1641.0,1,[],[],[]
1642.0,1,[],[],[]
1643.0,1,[],[],[]
1644.0,1,[],[],[]
1645.0,1,[],[],[]
1646.0,1,[],[],[]
1647.0,1,[],[],[]
1648.0,1,[],[],[]
1649.0,0,[],[],[]
1650.0,0,[],[],[]
1651.0,0,[],[],[]
1652.0,0,[],[],[]
1653.0,0,[],[],[]
1654.0,0,[],[],[]
1657.0,1,[],[],[]
1658.0,1,[],[],[]
1659.0,1,[],[],[]
1660.0,1,[],[],[]
1661.0,1,[],[],[]
1662.0,1,[],[],[]
1663.0,1,[],[],[]
1664.0,1,[],[],[]
1665.0,1,[],[],[]
1666.0,1,[],[],[]
1667.0,1,[],[],[]
1668.0,1,[],[],[]
1669.0,1,[],[],[]
1670.0,1,[],[],[]
1671.0,1,[],[],[]
1672.0,1,[],[],[]
1673.0,1,[],[],[]
1674.0,1,[],[],[]
1675.0,1,[],[],[]
1676.0,1,[],[],[]
1677.0,1,[],[],[]
1678.0,1,[],[],[]
1679.0,1,[],[],[]
1680.0,1,[],[],[]
1681.0,1,[],[],[]
1682.0,1,[],[],[]
1683.0,1,[],[],[]
1684.0,1,[],[],[]
1685.0,1,[],[],[]
1686.0,1,[],[],[]
1687.0,1,[],[],[]
1688.0,1,[],[],[]
1689.0,1,[],[],[]
1690.0,1,[],[],[]
1691.0,1,[],[],[]
1692.0,1,[],[],[]
1693.0,1,[],[],[]
1694.0,1,[],[],[]
1695.0,0,[],[],[]
1696.0,1,[],[],[]
1697.0,0,[],[],[]
1698.0,0,[],[],[]
1699.0,1,[],[],[]
1700.0,1,[],[],[]
1701.0,1,[],[],[]
1702.0,1,[],[],[]
1703.0,1,[],[],[]
1704.0,1,[],[],[]
1705.0,1,[],[],[]
1706.0,1,[],[],[]
1707.0,1,[],[],[]
1708.0,1,[],[],[]
1709.0,1,[],[],[]
1710.0,1,[],[],[]
1711.0,1,[],[],[]
1712.0,1,[],[],[]
1713.0,1,[],[],[]
1714.0,1,[],[],[]
1715.0,1,[],[],[]
1716.0,1,[],[],[]
1717.0,1,[],[],[]
1718.0,1,[],[],[]
1719.0,1,[],[],[]
1720.0,1,[],[],[]
1721.0,1,[],[],[]
1722.0,1,[],[],[]
1723.0,1,[],[],[]
1724.0,1,[],[],[]
1725.0,1,[],[],[]
1726.0,1,[],[],[]
1727.0,1,[],[],[]
1728.0,1,[],[],[]
1729.0,1,[],[],[]
1730.0,1,[],[],[]
1731.0,1,[],[],[]
1732.0,1,[],[],[]
1733.0,1,[],[],[]
1734.0,1,[],[],[]
1735.0,1,[],[],[]
1736.0,1,[],[],[]
1737.0,1,[],[],[]
1738.0,1,[],[],[]
1739.0,1,[],[],[]
1740.0,1,[],[],[]
1741.0,1,[],[],[]
1742.0,1,[],[],[]
1743.0,1,[],[],[]
1744.0,1,[],[],[]
1745.0,1,[],[],[]
1746.0,1,[],[],[]
1747.0,1,[],[],[]
1748.0,1,[],[],[]
1749.0,1,[],[],[]
1750.0,1,[],[],[]
1751.0,1,[],[],[]
1752.0,1,[],[],[]
1753.0,1,[],[],[]
1754.0,1,[],[],[]
1755.0,1,[],[],[]
1756.0,1,[],[],[]
1757.0,1,[],[],[]
1758.0,1,[],[],[]
1759.0,1,[],[],[]
1760.0,1,[],[],[]
1761.0,1,[],[],[]
1762.0,1,[],[],[]
1763.0,1,[],[],[]
1764.0,1,[],[],[]
1765.0,1,[],[],[]
1766.0,1,[],[],[]
1767.0,1,[],[],[]
1768.0,1,[],[],[]
1769.0,1,[],[],[]
1770.0,1,[],[],[]
1771.0,1,[],"[['child', [48.599999999999994, -185.42010482487234, 883.6845369475983]]]",[]
1772.0,1,[],"[['child', [47.5, -186.27851685175867, 871.6168588350582]]]","[['child', [47.5, -173.04349949764082, 857.8537600336039]]]"
1773.0,1,[],"[['child', [46.5, -175.16742885977942, 892.2285239663416]]]","[['child', [46.5, -158.75015044803615, 865.5087773984033]]]"
1774.0,1,[],"[['child', [45.2, -153.45325630567584, 868.0589010293714]]]",[]
1775.0,1,[],[],[]
1776.0,1,[],[],[]
1777.0,1,[],"[['child', [48.099999999999994, -153.4474993475033, 825.3786405477902]]]",[]
1778.0,1,"[['child', [46.3, -135.0814273091042, 722.5939087206086]]]","[['child', [46.3, -164.68858797332376, 831.0290491003491]]]","[['child', [46.3, -148.61788397387102, 776.5189852363474]]]"
1779.0,1,[],[],[]
1780.0,1,[],"[['child', [31.299999999999997, -163.75264170617825, 840.4980591783481]]]",[]
1781.0,1,[],"[['child', [28.200000000000003, -150.18185115829345, 852.7855120755652]]]","[['child', [28.200000000000003, -135.14363740855526, 802.050672987367]]]"
1782.0,1,"[['child', [33.599999999999994, -116.20326104971173, 739.4992599724355]]]","[['child', [33.599999999999994, -144.7375487010487, 848.4798574002496]]]","[['child', [33.599999999999994, -128.80696813316501, 792.7056760366117]]]"
1783.0,1,"[['child', [39.8, -106.79052864080182, 730.5044341678794]]]","[['child', [39.8, -135.56448441058666, 838.269629309668]]]","[['child', [39.8, -119.24561844566958, 782.7133126583285]]]"
1784.0,1,"[['child', [35.900000000000006, -104.91618588062519, 733.9582541347598]]]","[['child', [35.900000000000006, -135.88844142778663, 844.5930599588314]]]","[['child', [35.900000000000006, -118.31388122601692, 787.1677357683712]]]"
1785.0,1,[],[],[]
1786.0,1,[],[],[]
1787.0,1,[],[],[]
1788.0,1,[],[],[]
1789.0,1,[],[],[]
1790.0,1,[],[],[]
1791.0,1,[],[],[]
1792.0,1,[],[],[]
1793.0,1,[],[],[]
1794.0,1,[],[],[]
1795.0,1,[],[],[]
1796.0,1,[],[],[]
1797.0,1,[],[],[]
1798.0,1,[],[],[]
1799.0,1,[],[],[]
1800.0,1,[],[],[]
1801.0,1,[],[],[]
1802.0,1,[],[],[]
1803.0,1,[],[],[]
1804.0,1,[],[],[]
1805.0,1,[],[],[]
1806.0,1,[],[],[]
1807.0,1,[],[],[]
1808.0,1,[],[],[]
1809.0,1,[],[],[]
1810.0,1,[],[],[]
1811.0,1,[],[],[]
1812.0,1,[],[],[]
1813.0,1,[],[],[]
1814.0,1,[],[],[]
1815.0,1,[],[],[]
1816.0,1,[],[],[]
1817.0,0,[],[],[]
1817.0,0,[],[],[]
1818.0,0,[],[],[]
1819.0,0,[],[],[]
1820.0,0,[],[],[]
1821.0,1,[],[],[]
1822.0,1,[],[],[]
1823.0,1,[],[],[]
1824.0,1,[],[],[]
1825.0,1,[],[],[]
1826.0,1,[],[],[]
1827.0,1,[],[],[]
1828.0,1,[],[],[]
1829.0,1,[],[],[]
1830.0,1,[],[],[]
1831.0,1,[],[],[]
1832.0,1,[],[],[]
1833.0,1,[],[],[]
1834.0,1,[],[],[]
1835.0,1,[],[],[]
1836.0,1,[],[],[]
1837.0,1,[],[],[]
1838.0,1,[],[],[]
1839.0,1,[],[],[]
1840.0,1,[],[],[]
1841.0,1,[],[],[]
1842.0,1,[],[],[]
1843.0,1,[],[],[]
1844.0,1,[],[],[]
1845.0,1,[],[],[]
1846.0,1,[],[],[]
1847.0,1,[],[],[]
1848.0,0,[],[],[]
1849.0,0,[],[],[]
1850.0,1,[],[],[]
1851.0,0,[],[],[]
1852.0,1,[],[],[]
1853.0,1,[],[],[]
1854.0,0,[],[],[]
1855.0,1,[],[],[]
1856.0,1,[],[],[]
1857.0,1,[],[],[]
1858.0,1,[],[],[]
1859.0,1,[],[],[]
1860.0,1,[],[],[]
1861.0,1,[],[],[]
1862.0,1,[],[],[]
1863.0,0,[],[],[]
1864.0,1,[],[],[]
1865.0,1,[],[],[]
1866.0,1,[],[],[]
1867.0,1,[],[],[]
1868.0,1,[],[],[]
1869.0,1,[],[],[]
1870.0,1,[],[],[]
1871.0,1,[],[],[]
1872.0,1,[],[],[]
1873.0,1,[],[],[]
1873.0,1,[],[],[]
1874.0,1,[],[],[]
1874.0,1,[],[],[]
1875.0,1,[],[],[]
1875.0,1,[],[],[]
1876.0,1,[],[],[]
1876.0,1,[],[],[]
1877.0,0,[],[],[]
1877.0,1,[],[],[]
1878.0,0,[],[],[]
1878.0,1,[],[],[]
1879.0,0,[],[],[]
1879.0,1,[],[],[]
1880.0,0,[],[],[]
1880.0,1,[],[],[]
1881.0,0,[],[],[]
1881.0,1,[],[],[]
1882.0,0,[],[],[]
1882.0,1,[],[],[]
1883.0,1,[],[],[]
1884.0,1,[],[],[]
1885.0,1,[],[],[]
1886.0,1,[],[],[]
1887.0,1,[],[],[]
1888.0,1,[],[],[]
1889.0,1,[],[],[]
1890.0,1,[],[],[]
1891.0,1,[],[],[]
1892.0,1,[],[],[]
1893.0,1,[],[],[]
1894.0,1,[],[],[]
1895.0,1,[],[],[]
1896.0,1,[],[],[]
1897.0,1,[],[],[]
1898.0,1,[],[],[]
1899.0,1,[],[],[]
1900.0,1,[],[],[]
1901.0,1,[],[],[]
1902.0,1,[],[],[]
1903.0,1,[],[],[]
1904.0,1,[],[],[]
1905.0,0,[],[],[]
1905.0,1,[],[],[]
1906.0,0,[],[],[]
1906.0,1,[],[],[]
1907.0,0,[],[],[]
1907.0,1,[],[],[]
1908.0,1,[],[],[]
1908.0,1,[],[],[]
1909.0,0,[],[],[]
1909.0,1,[],[],[]
1910.0,0,[],[],[]
1910.0,1,[],[],[]
1911.0,0,[],[],[]
1911.0,1,[],[],[]
1912.0,0,[],[],[]
1912.0,1,[],[],[]
1913.0,0,[],[],[]
1913.0,1,[],[],[]
1914.0,0,[],[],[]
1914.0,1,[],[],[]
1915.0,1,[],[],[]
1916.0,1,[],[],[]
1917.0,1,[],[],[]
1918.0,1,[],[],[]
1919.0,1,[],[],[]
1920.0,1,[],[],[]
1921.0,1,[],[],[]
1922.0,1,[],[],[]
1923.0,1,[],[],[]
1924.0,1,[],[],[]
1925.0,1,[],[],[]
1926.0,1,[],[],[]
1927.0,1,[],[],[]
1928.0,1,[],[],[]
1929.0,1,[],[],[]
1930.0,1,[],[],[]
1931.0,1,[],[],[]
1932.0,1,[],[],[]
1933.0,1,[],[],[]
1934.0,1,[],[],[]
1935.0,1,[],[],[]
1936.0,1,[],[],[]
1937.0,1,[],[],[]
1938.0,1,[],[],[]
1939.0,1,[],[],[]
1940.0,1,[],[],[]
1941.0,1,[],[],[]
1942.0,1,[],[],[]
1943.0,1,[],[],[]
1944.0,1,[],[],[]
1945.0,1,[],[],[]
1946.0,1,[],[],[]
1947.0,1,[],[],[]
1948.0,1,[],[],[]
1949.0,1,[],[],[]
1950.0,1,[],[],[]
1951.0,1,[],[],[]
1952.0,1,[],[],[]
1953.0,1,[],[],[]
1954.0,1,[],[],[]
1955.0,1,[],[],[]
1956.0,1,[],[],[]
1957.0,1,[],[],[]
1958.0,1,[],[],[]
1959.0,1,[],[],[]
1960.0,1,[],[],[]
1961.0,1,[],[],[]
1961.0,1,[],[],[]
1962.0,0,[],[],[]
1962.0,1,[],[],[]
1963.0,1,[],[],[]
1963.0,1,[],[],[]
1964.0,0,[],[],[]
1964.0,1,[],[],[]
1965.0,0,[],[],[]
1965.0,1,[],[],[]
1966.0,0,[],[],[]
1966.0,1,[],[],[]
1967.0,1,[],[],[]
1967.0,1,[],[],[]
1968.0,0,[],[],[]
1968.0,1,[],[],[]
1969.0,0,[],[],[]
1969.0,1,[],[],[]
1970.0,0,[],[],[]
1970.0,1,[],[],[]
1971.0,0,[],[],[]
1971.0,1,[],[],[]
1972.0,0,[],[],[]
1972.0,1,[],[],[]
1973.0,0,[],[],[]
1973.0,1,[],[],[]
1974.0,1,[],[],[]
1975.0,1,[],[],[]
1976.0,0,[],[],[]
1977.0,1,[],[],[]
1978.0,1,[],[],[]
1979.0,1,[],[],[]
1980.0,1,[],[],[]
1981.0,1,[],[],[]
1982.0,1,[],[],[]
1983.0,1,[],[],[]
1984.0,1,[],[],[]
1985.0,1,[],[],[]
1986.0,1,[],[],[]
1987.0,1,[],[],[]
1988.0,1,[],[],[]
1989.0,1,[],[],[]
1990.0,1,[],[],[]
1991.0,1,[],[],[]
1992.0,1,[],[],[]
1993.0,1,[],[],[]
1994.0,1,[],[],[]
1995.0,1,[],[],[]
1996.0,1,[],[],[]
1997.0,1,[],[],[]
1998.0,1,[],[],[]
1999.0,1,[],[],[]
2000.0,1,[],[],[]
2001.0,1,[],[],[]
2002.0,1,[],[],[]
2003.0,1,[],[],[]
2004.0,1,[],[],[]
2005.0,1,[],[],[]
2006.0,1,[],[],[]
2007.0,1,[],[],[]
2008.0,1,[],[],[]
2009.0,1,[],[],[]
2010.0,1,[],[],[]
2011.0,1,[],[],[]
2012.0,1,[],[],[]
2013.0,1,[],[],[]
2014.0,1,[],[],[]
2015.0,1,[],[],[]
2016.0,1,[],[],[]
2017.0,1,[],[],[]
2018.0,1,[],[],[]
2019.0,1,[],[],[]
2020.0,1,[],[],[]
2021.0,1,[],[],[]
2022.0,1,[],[],[]
2023.0,1,[],[],[]
2024.0,0,[],[],[]
2025.0,1,[],[],[]
2026.0,1,[],[],[]
2027.0,1,[],[],[]
2028.0,1,[],[],[]
2029.0,1,[],[],[]
2030.0,1,[],[],[]
2031.0,1,[],[],[]
2032.0,1,[],[],[]
2033.0,0,[],[],[]
2034.0,1,[],[],[]
2035.0,0,[],[],[]
2036.0,1,[],[],[]
2037.0,1,[],[],[]
2038.0,1,[],[],[]
2039.0,1,[],[],[]
2040.0,1,[],[],[]
2041.0,1,[],[],[]
2042.0,1,[],[],[]
2043.0,1,[],[],[]
2044.0,1,[],[],[]
2045.0,0,[],[],[]
2046.0,0,[],[],[]
2047.0,0,[],[],[]
2048.0,0,[],[],[]
2049.0,0,[],[],[]
2050.0,1,[],[],[]
2051.0,1,[],[],[]
2052.0,1,[],[],[]
2053.0,1,[],[],[]
2054.0,1,[],[],[]
2055.0,0,[],[],[]
2056.0,0,[],[],[]
2057.0,0,[],[],[]
2058.0,0,[],[],[]
2059.0,0,[],[],[]
2060.0,0,[],[],[]
2073.0,0,[],[],[]
2074.0,0,[],[],[]
2075.0,0,[],[],[]
2076.0,0,[],[],[]
2077.0,0,[],[],[]
2078.0,0,[],[],[]
2081.0,0,[],[],[]
2082.0,0,[],[],[]
2083.0,0,[],[],[]
2084.0,1,[],[],[]
2085.0,1,[],[],[]
2086.0,1,[],[],[]
2087.0,1,[],[],[]
2088.0,1,[],[],[]
2089.0,1,[],[],[]
2090.0,1,[],[],[]
2091.0,1,[],[],[]
2092.0,1,[],[],[]
2093.0,1,[],[],[]
2094.0,1,[],[],[]
2095.0,1,[],[],[]
2096.0,1,[],[],[]
2097.0,1,[],[],[]
2098.0,1,[],[],[]
2099.0,1,[],[],[]
2100.0,1,[],[],[]
2101.0,1,[],[],[]
2102.0,1,[],[],[]
2103.0,1,[],[],[]
2104.0,1,[],[],[]
2105.0,1,[],[],[]
2106.0,1,[],[],[]
2107.0,1,[],[],[]
2108.0,1,[],[],[]
2109.0,1,[],[],[]
2110.0,1,[],[],[]
2111.0,1,[],[],[]
2112.0,1,[],[],[]
2113.0,1,[],[],[]
2114.0,1,[],[],[]
2115.0,1,[],[],[]
2116.0,1,[],[],[]
2117.0,1,[],[],[]
2118.0,1,[],[],[]
2119.0,1,[],[],[]
2120.0,1,[],[],[]
2121.0,1,[],[],[]
2122.0,1,[],[],[]
2123.0,1,[],[],[]
2124.0,1,[],[],[]
2125.0,1,[],[],[]
2126.0,1,[],"[['child', [44.900000000000006, -77.31694638542413, 999.8687128583556]]]",[]
2127.0,1,[],"[['child', [41.099999999999994, -95.44759663951942, 1010.5532491797708]]]",[]
2128.0,1,[],[],[]
2129.0,1,[],[],[]
2130.0,1,[],[],[]
2131.0,1,[],[],[]
2132.0,1,[],[],[]
2133.0,1,[],[],[]
2134.0,1,[],[],[]
2135.0,1,[],[],[]
2136.0,1,[],[],[]
2137.0,1,[],[],[]
2138.0,1,[],[],[]
2139.0,1,[],[],[]
2140.0,1,[],[],[]
2141.0,1,[],[],[]
2142.0,0,[],[],[]
2143.0,0,[],[],[]
2144.0,1,[],[],[]
2145.0,0,[],[],[]
2146.0,0,[],[],[]
2147.0,1,[],[],[]
2148.0,0,[],[],[]
2149.0,0,[],[],[]
2150.0,0,[],[],[]
2151.0,1,[],[],[]
2152.0,1,[],[],[]
2153.0,1,[],[],[]
2154.0,1,[],[],[]
2155.0,1,[],[],[]
2156.0,1,[],[],[]
2157.0,1,[],[],[]
2158.0,0,[],[],[]
2159.0,1,[],[],[]
2160.0,1,[],[],[]
2161.0,1,[],[],[]
2162.0,1,[],[],[]
2163.0,0,[],[],[]
2164.0,0,[],[],[]
2165.0,0,[],[],[]
2166.0,0,[],[],[]
2167.0,1,[],[],[]
2168.0,1,[],[],[]
2169.0,0,[],[],[]
2170.0,0,[],[],[]
2171.0,1,[],[],[]
2172.0,1,[],[],[]
2173.0,1,[],[],[]
2174.0,1,[],[],[]
2175.0,1,[],[],[]
2176.0,1,[],[],[]
2177.0,1,[],[],[]
2178.0,1,[],[],[]
2179.0,1,[],[],[]
2180.0,1,[],[],[]
2181.0,1,[],[],[]
2182.0,1,[],[],[]
2183.0,1,[],[],[]
2184.0,1,[],[],[]
2185.0,1,[],[],[]
2186.0,0,[],[],[]
2187.0,0,[],[],[]
2188.0,0,[],[],[]
2189.0,0,[],[],[]
2190.0,0,[],[],[]
2191.0,0,[],[],[]
2201.0,0,[],[],[]
2202.0,1,[],[],[]
2203.0,1,[],[],[]
2204.0,1,[],[],[]
